InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
556127,12,6/9/2011,2.95,12406,Denmark
556127,18,6/9/2011,1.95,12406,Denmark
538003,2,12/9/2010,7.95,12429,Denmark
538003,12,12/9/2010,2.95,12429,Denmark
556127,48,6/9/2011,0.29,12406,Denmark
556127,12,6/9/2011,2.89,12406,Denmark
568872,12,9/29/2011,1.95,12372,Denmark
552731,25,5/11/2011,0.42,12372,Denmark
568223,3,9/26/2011,5.95,12412,Denmark
557427,6,6/20/2011,2.1,12429,Denmark
556127,10,6/9/2011,1.65,12406,Denmark
579881,12,11/30/2011,1.25,12429,Denmark
567526,48,9/21/2011,7.65,12435,Denmark
556127,4,6/9/2011,14.95,12406,Denmark
567526,36,9/21/2011,7.65,12435,Denmark
562853,25,8/10/2011,0.42,13919,Denmark
556127,10,6/9/2011,6.75,12406,Denmark
567526,100,9/21/2011,1.79,12435,Denmark
579881,12,11/30/2011,1.95,12429,Denmark
568223,18,9/26/2011,2.49,12412,Denmark
577126,12,11/17/2011,1.65,12406,Denmark
552731,12,5/11/2011,1.65,12372,Denmark
561102,16,7/25/2011,1.65,12412,Denmark
577126,12,11/17/2011,1.65,12406,Denmark
538003,6,12/9/2010,4.95,12429,Denmark
552731,25,5/11/2011,0.42,12372,Denmark
557427,12,6/20/2011,0.62,12429,Denmark
538003,12,12/9/2010,3.75,12429,Denmark
538003,8,12/9/2010,18,12429,Denmark
568872,36,9/29/2011,1.65,12372,Denmark
579881,36,11/30/2011,2.1,12429,Denmark
577126,36,11/17/2011,0.65,12406,Denmark
577126,12,11/17/2011,1.45,12406,Denmark
557889,12,6/23/2011,1.95,12412,Denmark
570666,1,10/11/2011,18,13919,Denmark
579881,48,11/30/2011,2.08,12429,Denmark
572184,32,10/21/2011,4.15,12403,Denmark
552731,25,5/11/2011,0.42,12372,Denmark
556127,12,6/9/2011,2.95,12406,Denmark
579881,12,11/30/2011,1.45,12429,Denmark
557427,12,6/20/2011,1.95,12429,Denmark
568223,4,9/26/2011,4.25,12412,Denmark
562853,25,8/10/2011,0.42,13919,Denmark
556127,12,6/9/2011,4.15,12406,Denmark
538003,6,12/9/2010,4.25,12429,Denmark
572184,2,10/21/2011,4.95,12403,Denmark
544157,6,2/16/2011,2.95,12372,Denmark
580716,6,12/5/2011,2.25,12367,Denmark
577126,12,11/17/2011,2.95,12406,Denmark
570666,12,10/11/2011,1.65,13919,Denmark
C571507,-2,10/17/2011,1.45,13919,Denmark
579881,48,11/30/2011,0.29,12429,Denmark
557427,12,6/20/2011,4.15,12429,Denmark
557889,24,6/23/2011,2.1,12412,Denmark
568872,24,9/29/2011,0.83,12372,Denmark
580716,12,12/5/2011,1.95,12367,Denmark
557427,12,6/20/2011,3.75,12429,Denmark
567526,64,9/21/2011,1.65,12435,Denmark
568223,12,9/26/2011,0.83,12412,Denmark
556127,10,6/9/2011,1.65,12406,Denmark
C571507,-5,10/17/2011,2.08,13919,Denmark
561102,12,7/25/2011,1.95,12412,Denmark
557427,16,6/20/2011,3.75,12429,Denmark
557889,12,6/23/2011,4.15,12412,Denmark
577126,9,11/17/2011,4.95,12406,Denmark
544157,4,2/16/2011,4.25,12372,Denmark
570666,25,10/11/2011,0.42,13919,Denmark
579881,12,11/30/2011,1.65,12429,Denmark
577126,24,11/17/2011,4.15,12406,Denmark
580716,12,12/5/2011,1.95,12367,Denmark
552731,24,5/11/2011,1.95,12372,Denmark
556127,12,6/9/2011,1.25,12406,Denmark
557889,24,6/23/2011,1.25,12412,Denmark
577126,12,11/17/2011,1.45,12406,Denmark
538003,24,12/9/2010,2.1,12429,Denmark
577126,8,11/17/2011,4.15,12406,Denmark
569997,32,10/7/2011,4.15,12394,Denmark
538003,12,12/9/2010,3.75,12429,Denmark
579881,8,11/30/2011,3.75,12429,Denmark
556127,12,6/9/2011,3.25,12406,Denmark
556127,12,6/9/2011,2.95,12406,Denmark
577126,6,11/17/2011,2.95,12406,Denmark
567526,240,9/21/2011,1.06,12435,Denmark
567526,48,9/21/2011,7.65,12435,Denmark
567526,64,9/21/2011,1.65,12435,Denmark
579881,12,11/30/2011,3.75,12429,Denmark
557889,12,6/23/2011,1.95,12412,Denmark
556127,12,6/9/2011,1.65,12406,Denmark
557889,24,6/23/2011,0.39,12412,Denmark
557427,12,6/20/2011,2.08,12429,Denmark
562853,1,8/10/2011,18,13919,Denmark
556127,12,6/9/2011,1.65,12406,Denmark
552731,24,5/11/2011,1.65,12372,Denmark
556127,4,6/9/2011,3.75,12406,Denmark
556127,24,6/9/2011,1.25,12406,Denmark
557427,9,6/20/2011,18,12429,Denmark
C572187,-1,10/21/2011,18,12403,Denmark
556127,12,6/9/2011,1.95,12406,Denmark
577126,20,11/17/2011,0.42,12406,Denmark
552731,12,5/11/2011,1.65,12372,Denmark
544157,12,2/16/2011,2.95,12372,Denmark
544157,4,2/16/2011,4.25,12372,Denmark
557427,24,6/20/2011,1.25,12429,Denmark
556127,4,6/9/2011,3.75,12406,Denmark
552731,25,5/11/2011,0.42,12372,Denmark
557889,4,6/23/2011,4.15,12412,Denmark
577126,8,11/17/2011,4.25,12406,Denmark
562853,12,8/10/2011,1.45,13919,Denmark
579881,12,11/30/2011,2.08,12429,Denmark
567526,36,9/21/2011,7.65,12435,Denmark
556127,100,6/9/2011,1.45,12406,Denmark
557427,6,6/20/2011,2.08,12429,Denmark
570666,12,10/11/2011,1.45,13919,Denmark
567899,6,9/22/2011,2.95,14911,EIRE
553203,12,5/15/2011,1.69,14911,EIRE
572127,24,10/21/2011,0.42,14911,EIRE
562560,4,8/5/2011,1.25,14156,EIRE
544210,12,2/17/2011,1.65,14911,EIRE
560451,48,7/19/2011,0.65,14911,EIRE
553348,10,5/16/2011,2.08,14911,EIRE
539421,1,12/17/2010,50,14016,EIRE
573748,12,11/1/2011,1.65,14911,EIRE
C567965,-1,9/23/2011,4.15,14911,EIRE
577850,12,11/22/2011,1.25,14911,EIRE
576051,36,11/13/2011,0.85,14911,EIRE
581006,12,12/7/2011,2.55,14911,EIRE
554770,1,5/26/2011,50,14911,EIRE
554139,12,5/23/2011,0.42,14911,EIRE
571559,20,10/18/2011,1.65,14911,EIRE
576141,6,11/14/2011,2.89,14911,EIRE
579553,24,11/30/2011,0.85,14156,EIRE
560300,5,7/18/2011,2.95,14911,EIRE
573892,4,11/1/2011,4.25,14911,EIRE
569739,12,10/6/2011,1.25,14911,EIRE
571409,12,10/17/2011,1.95,14911,EIRE
548664,2,4/1/2011,7.95,14911,EIRE
546861,12,3/17/2011,0.85,14911,EIRE
548718,30,4/4/2011,3.75,14156,EIRE
571937,24,10/20/2011,2.55,14911,EIRE
560534,12,7/19/2011,1.25,14911,EIRE
577479,12,11/20/2011,1.25,14911,EIRE
568095,6,9/23/2011,2.55,14911,EIRE
550618,12,4/19/2011,1.65,14156,EIRE
570016,16,10/7/2011,0.65,14911,EIRE
543828,24,2/14/2011,1.25,14156,EIRE
570388,25,10/10/2011,0.42,14911,EIRE
564565,3,8/26/2011,4.25,14911,EIRE
560922,8,7/21/2011,2.55,14911,EIRE
577613,12,11/21/2011,1.25,14911,EIRE
555947,72,6/8/2011,0.38,14911,EIRE
564565,3,8/26/2011,5.95,14911,EIRE
571937,12,10/20/2011,0.83,14911,EIRE
553206,10,5/16/2011,6.75,14156,EIRE
561631,24,7/28/2011,0.55,14911,EIRE
561798,24,7/29/2011,0.55,14911,EIRE
558684,12,7/1/2011,2.95,14016,EIRE
555650,2,6/6/2011,16.95,14156,EIRE
571745,24,10/19/2011,1.65,14911,EIRE
548664,6,4/1/2011,3.75,14911,EIRE
568310,4,9/26/2011,4.15,14911,EIRE
550302,2,4/17/2011,5.95,14156,EIRE
555650,2,6/6/2011,16.95,14156,EIRE
546541,10,3/14/2011,1.65,14911,EIRE
570388,6,10/10/2011,2.95,14911,EIRE
577479,8,11/20/2011,1.25,14911,EIRE
568095,12,9/23/2011,0.83,14911,EIRE
581098,12,12/7/2011,0.79,14911,EIRE
547882,12,3/28/2011,0.85,14911,EIRE
575871,2,11/11/2011,9.95,14911,EIRE
565851,16,9/7/2011,0.65,14911,EIRE
565289,3,9/2/2011,5.95,14911,EIRE
560300,6,7/18/2011,1,14911,EIRE
567378,4,9/20/2011,4.15,14911,EIRE
546569,8,3/15/2011,2.25,14016,EIRE
C569114,-2,9/30/2011,10.75,14911,EIRE
568095,40,9/23/2011,0.82,14911,EIRE
563098,10,8/12/2011,1.65,14911,EIRE
568654,6,9/28/2011,2.95,14911,EIRE
563098,8,8/12/2011,4.65,14911,EIRE
547048,6,3/20/2011,2.95,14911,EIRE
C570828,-6,10/12/2011,2.95,14911,EIRE
560036,96,7/14/2011,0.29,14911,EIRE
562560,2,8/5/2011,4.15,14156,EIRE
567899,12,9/22/2011,1.45,14911,EIRE
581433,12,12/8/2011,1.25,14911,EIRE
571937,6,10/20/2011,2.08,14911,EIRE
553686,6,5/18/2011,1.95,14911,EIRE
575735,12,11/11/2011,1.25,14156,EIRE
571446,36,10/17/2011,1.65,14911,EIRE
579553,6,11/30/2011,2.55,14156,EIRE
541670,32,1/20/2011,2.1,14911,EIRE
570388,24,10/10/2011,0.55,14911,EIRE
571446,32,10/17/2011,10.95,14911,EIRE
571425,4,10/17/2011,3.29,14911,EIRE
546861,12,3/17/2011,1.65,14911,EIRE
561798,12,7/29/2011,1.25,14911,EIRE
546917,3,3/18/2011,4.95,14911,EIRE
556510,12,6/13/2011,1.65,14911,EIRE
578054,12,11/22/2011,1.25,14911,EIRE
558067,12,6/24/2011,1.65,14156,EIRE
541670,16,1/20/2011,2.95,14911,EIRE
541220,144,1/14/2011,2.55,14156,EIRE
539473,6,12/19/2010,4.25,14911,EIRE
564654,12,8/26/2011,1.69,14911,EIRE
581433,2,12/8/2011,8.25,14911,EIRE
577850,24,11/22/2011,0.39,14911,EIRE
579102,1,11/28/2011,16.95,14911,EIRE
568048,120,9/23/2011,0.42,14911,EIRE
560916,24,7/21/2011,1.65,14911,EIRE
566625,10,9/14/2011,1.65,14911,EIRE
546509,6,3/14/2011,2.55,14911,EIRE
573748,1,11/1/2011,4.95,14911,EIRE
565851,8,9/7/2011,1.69,14911,EIRE
C568377,-1,9/27/2011,0.85,14911,EIRE
570694,18,10/12/2011,3.75,14911,EIRE
581003,12,12/7/2011,1.25,14911,EIRE
562670,12,8/8/2011,0.85,14911,EIRE
570839,3,10/12/2011,4.95,14911,EIRE
C564759,-1,8/30/2011,4.25,14911,EIRE
578093,1,11/22/2011,50,14911,EIRE
563558,16,8/17/2011,1.65,14156,EIRE
568654,6,9/28/2011,2.55,14911,EIRE
565475,96,9/5/2011,2.49,14156,EIRE
546541,2,3/14/2011,8.5,14911,EIRE
570016,6,10/7/2011,3.75,14911,EIRE
563355,10,8/15/2011,2.08,14156,EIRE
563169,6,8/12/2011,2.95,14911,EIRE
565857,12,9/7/2011,2.08,14911,EIRE
578054,12,11/22/2011,1.25,14911,EIRE
573892,6,11/1/2011,2.95,14911,EIRE
C575160,-1,11/8/2011,2.89,14911,EIRE
547789,4,3/25/2011,4.15,14911,EIRE
551950,6,5/5/2011,2.95,14911,EIRE
564565,4,8/26/2011,3.75,14911,EIRE
565916,1,9/7/2011,9.95,14156,EIRE
568095,6,9/23/2011,1.65,14911,EIRE
560445,72,7/19/2011,4.25,14156,EIRE
553901,8,5/19/2011,3.75,14911,EIRE
571937,16,10/20/2011,0.42,14911,EIRE
563098,12,8/12/2011,0.85,14911,EIRE
555858,1,6/7/2011,50,14911,EIRE
557872,1,6/23/2011,12.5,14911,EIRE
538255,4,12/10/2010,8.5,14911,EIRE
557136,24,6/17/2011,1.25,14911,EIRE
568095,10,9/23/2011,1.25,14911,EIRE
576603,12,11/15/2011,1.25,14911,EIRE
571446,48,10/17/2011,1.45,14911,EIRE
553203,4,5/15/2011,9.95,14911,EIRE
568698,12,9/28/2011,0.85,14911,EIRE
539320,6,12/16/2010,5.95,14911,EIRE
536975,6,12/3/2010,2.1,14911,EIRE
565916,8,9/7/2011,0.83,14156,EIRE
536975,8,12/3/2010,3.95,14911,EIRE
568048,3,9/23/2011,5.95,14911,EIRE
563848,24,8/19/2011,1.25,14911,EIRE
563355,36,8/15/2011,0.19,14156,EIRE
546509,4,3/14/2011,5.95,14911,EIRE
570388,12,10/10/2011,1.45,14911,EIRE
575751,8,11/11/2011,6.75,14911,EIRE
577479,6,11/20/2011,2.95,14911,EIRE
565916,4,9/7/2011,3.75,14156,EIRE
561631,2,7/28/2011,8.5,14911,EIRE
577479,6,11/20/2011,2.55,14911,EIRE
562374,240,8/4/2011,0.42,14911,EIRE
576899,4,11/17/2011,4.95,14911,EIRE
575728,2,11/10/2011,9.95,14911,EIRE
567616,1,9/21/2011,50,14911,EIRE
550618,10,4/19/2011,1.65,14156,EIRE
568654,6,9/28/2011,2.55,14911,EIRE
576141,4,11/14/2011,3.75,14911,EIRE
546509,3,3/14/2011,4.95,14911,EIRE
572069,12,10/20/2011,1.69,14911,EIRE
572127,24,10/21/2011,0.55,14911,EIRE
570703,12,10/12/2011,2.55,14911,EIRE
567378,72,9/20/2011,0.42,14911,EIRE
543828,10,2/14/2011,1.65,14156,EIRE
572127,16,10/21/2011,0.42,14911,EIRE
573581,8,10/31/2011,0.83,14911,EIRE
551013,1,4/26/2011,14.95,15108,European Community
551013,6,4/26/2011,2.95,15108,European Community
560783,24,7/21/2011,0.85,15108,European Community
C556294,-2,6/10/2011,4.25,15108,European Community
555542,12,6/5/2011,0.85,15108,European Community
560783,12,7/21/2011,1.25,15108,European Community
560783,6,7/21/2011,3.35,15108,European Community
560783,24,7/21/2011,1.25,15108,European Community
555542,12,6/5/2011,0.85,15108,European Community
560783,6,7/21/2011,3.35,15108,European Community
560783,6,7/21/2011,3.35,15108,European Community
560783,8,7/21/2011,4.25,15108,European Community
555542,2,6/5/2011,14.95,15108,European Community
551013,6,4/26/2011,2.95,15108,European Community
560783,12,7/21/2011,1.25,15108,European Community
555542,2,6/5/2011,7.95,15108,European Community
551013,1,4/26/2011,12.75,15108,European Community
551013,2,4/26/2011,6.75,15108,European Community
560783,4,7/21/2011,4.95,15108,European Community
551013,6,4/26/2011,2.95,15108,European Community
560783,24,7/21/2011,0.55,15108,European Community
555542,3,6/5/2011,4.95,15108,European Community
560783,24,7/21/2011,0.85,15108,European Community
560783,12,7/21/2011,1.45,15108,European Community
555542,6,6/5/2011,2.95,15108,European Community
560783,12,7/21/2011,4.25,15108,European Community
555542,6,6/5/2011,2.95,15108,European Community
560783,12,7/21/2011,4.25,15108,European Community
555542,6,6/5/2011,6.75,15108,European Community
551013,4,4/26/2011,3.95,15108,European Community
555721,3,6/6/2011,15,15108,European Community
560783,6,7/21/2011,2.95,15108,European Community
555542,6,6/5/2011,6.75,15108,European Community
555542,2,6/5/2011,12.5,15108,European Community
560783,24,7/21/2011,0.55,15108,European Community
555542,12,6/5/2011,0.85,15108,European Community
560783,6,7/21/2011,3.35,15108,European Community
560783,12,7/21/2011,1.25,15108,European Community
560783,12,7/21/2011,1.25,15108,European Community
560783,6,7/21/2011,2.95,15108,European Community
555542,6,6/5/2011,4.25,15108,European Community
560783,1,7/21/2011,12.5,15108,European Community
551013,2,4/26/2011,7.95,15108,European Community
555542,12,6/5/2011,1.45,15108,European Community
551013,2,4/26/2011,7.95,15108,European Community
560783,24,7/21/2011,1.25,15108,European Community
560783,12,7/21/2011,1.95,15108,European Community
560783,6,7/21/2011,2.95,15108,European Community
555542,6,6/5/2011,2.95,15108,European Community
560783,12,7/21/2011,1.25,15108,European Community
551013,2,4/26/2011,18,15108,European Community
555542,6,6/5/2011,2.95,15108,European Community
555542,2,6/5/2011,7.95,15108,European Community
560783,4,7/21/2011,15,15108,European Community
555542,2,6/5/2011,8.5,15108,European Community
551013,2,4/26/2011,6.75,15108,European Community
560783,6,7/21/2011,4.15,15108,European Community
555542,12,6/5/2011,2.95,15108,European Community
555542,12,6/5/2011,0.65,15108,European Community
560783,12,7/21/2011,1.45,15108,European Community
560783,6,7/21/2011,4.95,15108,European Community
559928,12,7/14/2011,0.85,12405,Finland
579550,24,11/30/2011,0.29,12630,Finland
548955,96,4/5/2011,1.25,12348,Finland
559928,12,7/14/2011,0.83,12405,Finland
559004,36,7/5/2011,0.42,12428,Finland
545227,8,3/1/2011,3.95,12428,Finland
559928,24,7/14/2011,0.55,12405,Finland
545227,12,3/1/2011,1.65,12428,Finland
559928,6,7/14/2011,4.95,12405,Finland
548955,80,4/5/2011,1.25,12348,Finland
559004,10,7/5/2011,2.08,12428,Finland
545227,4,3/1/2011,3.75,12428,Finland
567938,6,9/22/2011,1,12704,Finland
545226,24,3/1/2011,0.85,12428,Finland
559928,48,7/14/2011,0.29,12405,Finland
562274,2,8/4/2011,40,12704,Finland
564558,12,8/26/2011,0.85,12704,Finland
574442,24,11/4/2011,1.65,12704,Finland
579281,10,11/29/2011,2.08,12375,Finland
571053,6,10/13/2011,4.15,12631,Finland
571053,8,10/13/2011,0.85,12631,Finland
559928,48,7/14/2011,0.39,12405,Finland
550192,8,4/15/2011,3.75,12582,Finland
563020,20,8/11/2011,2.08,12428,Finland
576082,10,11/14/2011,2.08,12428,Finland
559004,10,7/5/2011,2.08,12428,Finland
548363,24,3/30/2011,0.12,12428,Finland
545226,12,3/1/2011,1.69,12428,Finland
565333,4,9/2/2011,7.95,12375,Finland
563020,12,8/11/2011,1.45,12428,Finland
545226,4,3/1/2011,9.95,12428,Finland
579550,10,11/30/2011,0.82,12630,Finland
545227,16,3/1/2011,1.25,12428,Finland
545226,2,3/1/2011,8.5,12428,Finland
559928,24,7/14/2011,0.55,12405,Finland
547086,8,3/20/2011,8.25,12428,Finland
545227,8,3/1/2011,3.95,12428,Finland
579550,3,11/30/2011,4.95,12630,Finland
C547234,-1,3/21/2011,4.25,12428,Finland
545226,2,3/1/2011,6.75,12428,Finland
548363,48,3/30/2011,0.39,12428,Finland
545226,6,3/1/2011,2.95,12428,Finland
559928,12,7/14/2011,2.95,12405,Finland
572964,6,10/27/2011,2.95,12630,Finland
578300,1,11/23/2011,40,12664,Finland
572964,6,10/27/2011,2.95,12630,Finland
579550,24,11/30/2011,0.42,12630,Finland
570875,3,10/12/2011,4.95,12667,Finland
545226,6,3/1/2011,2.95,12428,Finland
567938,5,9/22/2011,1,12704,Finland
549588,12,4/11/2011,0.42,12428,Finland
545226,4,3/1/2011,7.95,12428,Finland
567938,3,9/22/2011,5.95,12704,Finland
539318,72,12/16/2010,1.45,12348,Finland
545226,4,3/1/2011,4.25,12428,Finland
564558,2,8/26/2011,40,12704,Finland
571053,2,10/13/2011,8.5,12631,Finland
572964,24,10/27/2011,0.79,12630,Finland
571053,4,10/13/2011,4.95,12631,Finland
572964,4,10/27/2011,4.95,12630,Finland
544886,8,2/24/2011,1.69,12582,Finland
545227,4,3/1/2011,4.95,12428,Finland
570875,2,10/12/2011,7.95,12667,Finland
545226,6,3/1/2011,1.65,12428,Finland
559928,2,7/14/2011,8.5,12405,Finland
572964,2,10/27/2011,9.95,12630,Finland
545227,9,3/1/2011,4.95,12428,Finland
545226,10,3/1/2011,5.95,12428,Finland
545227,6,3/1/2011,2.95,12428,Finland
557803,1,6/23/2011,40,12704,Finland
545227,12,3/1/2011,0.42,12428,Finland
539318,24,12/16/2010,0.55,12348,Finland
576082,4,11/14/2011,3.75,12428,Finland
545226,12,3/1/2011,0.85,12428,Finland
559928,16,7/14/2011,1.25,12405,Finland
580281,6,12/2/2011,2.89,12704,Finland
559928,8,7/14/2011,40,12405,Finland
579281,30,11/29/2011,2.08,12375,Finland
545226,8,3/1/2011,1.95,12428,Finland
573588,3,10/31/2011,4.95,12588,Finland
548363,48,3/30/2011,0.39,12428,Finland
571053,4,10/13/2011,40,12631,Finland
580123,72,12/1/2011,3.75,12664,Finland
576082,10,11/14/2011,2.08,12428,Finland
545226,6,3/1/2011,2.95,12428,Finland
557803,12,6/23/2011,1.65,12704,Finland
545226,24,3/1/2011,1.25,12428,Finland
545227,12,3/1/2011,0.42,12428,Finland
544886,16,2/24/2011,0.85,12582,Finland
545226,3,3/1/2011,4.95,12428,Finland
570875,6,10/12/2011,2.55,12667,Finland
545227,8,3/1/2011,3.75,12428,Finland
545226,6,3/1/2011,2.55,12428,Finland
571053,12,10/13/2011,1.65,12631,Finland
545226,4,3/1/2011,2.55,12428,Finland
545227,24,3/1/2011,0.85,12428,Finland
545227,8,3/1/2011,3.75,12428,Finland
570875,24,10/12/2011,0.39,12667,Finland
567938,4,9/22/2011,3.75,12704,Finland
579550,3,11/30/2011,4.95,12630,Finland
570875,12,10/12/2011,0.85,12667,Finland
559004,12,7/5/2011,4.15,12428,Finland
548363,48,3/30/2011,0.39,12428,Finland
559004,12,7/5/2011,0.42,12428,Finland
545226,12,3/1/2011,1.25,12428,Finland
560549,12,7/19/2011,0.55,12664,Finland
545226,6,3/1/2011,7.95,12428,Finland
545226,8,3/1/2011,1.95,12428,Finland
549588,12,4/11/2011,1.45,12428,Finland
544886,1,2/24/2011,40,12582,Finland
576082,10,11/14/2011,2.08,12428,Finland
545227,4,3/1/2011,9.95,12428,Finland
539318,72,12/16/2010,0.29,12348,Finland
545226,12,3/1/2011,1.25,12428,Finland
545227,6,3/1/2011,2.55,12428,Finland
580265,20,12/2/2011,2.08,12587,Finland
545227,12,3/1/2011,1.65,12428,Finland
545227,12,3/1/2011,0.42,12428,Finland
570875,6,10/12/2011,4.95,12667,Finland
545227,25,3/1/2011,0.42,12428,Finland
559928,8,7/14/2011,4.95,12405,Finland
567938,6,9/22/2011,1,12704,Finland
545227,25,3/1/2011,0.42,12428,Finland
580281,24,12/2/2011,1.65,12704,Finland
C570775,-1,10/12/2011,18,12664,Finland
545226,20,3/1/2011,6.75,12428,Finland
559928,8,7/14/2011,1.95,12405,Finland
550924,36,4/21/2011,4.15,12664,Finland
564558,3,8/26/2011,5.95,12704,Finland
545226,3,3/1/2011,4.25,12428,Finland
545226,3,3/1/2011,5.45,12428,Finland
578300,72,11/23/2011,3.75,12664,Finland
545226,8,3/1/2011,4.65,12428,Finland
557803,12,6/23/2011,1.25,12704,Finland
570875,12,10/12/2011,2.95,12667,Finland
541998,24,1/25/2011,0.85,12348,Finland
545227,2,3/1/2011,16.95,12428,Finland
570875,12,10/12/2011,0.85,12667,Finland
559928,4,7/14/2011,3.75,12405,Finland
545226,4,3/1/2011,6.75,12428,Finland
545226,6,3/1/2011,1.65,12428,Finland
545226,6,3/1/2011,5.95,12428,Finland
545227,12,3/1/2011,3.75,12428,Finland
571053,4,10/13/2011,4.15,12631,Finland
564558,1,8/26/2011,9.95,12704,Finland
577067,72,11/17/2011,0.29,12704,Finland
559004,12,7/5/2011,0.65,12428,Finland
571053,6,10/13/2011,2.08,12631,Finland
541756,72,1/21/2011,3.39,12664,Finland
550192,6,4/15/2011,2.89,12582,Finland
579550,6,11/30/2011,2.08,12630,Finland
577067,24,11/17/2011,1.79,12704,Finland
574442,4,11/4/2011,8.5,12704,Finland
545226,24,3/1/2011,1.25,12428,Finland
570875,6,10/12/2011,2.95,12667,Finland
562274,3,8/4/2011,5.95,12704,Finland
544886,16,2/24/2011,0.85,12582,Finland
545227,24,3/1/2011,0.85,12428,Finland
570875,24,10/12/2011,0.29,12667,Finland
571053,6,10/13/2011,2.89,12631,Finland
559004,10,7/5/2011,2.08,12428,Finland
563020,12,8/11/2011,0.42,12428,Finland
562274,12,8/4/2011,1.65,12704,Finland
559928,12,7/14/2011,2.95,12405,Finland
559928,11,7/14/2011,2.25,12405,Finland
557803,12,6/23/2011,2.08,12704,Finland
563020,25,8/11/2011,0.42,12428,Finland
570875,24,10/12/2011,0.55,12667,Finland
559928,4,7/14/2011,4.95,12405,Finland
545227,6,3/1/2011,3.75,12428,Finland
576082,2,11/14/2011,40,12428,Finland
560549,24,7/19/2011,4.15,12664,Finland
545227,6,3/1/2011,2.1,12428,Finland
579281,1,11/29/2011,40,12375,Finland
545227,24,3/1/2011,1.49,12428,Finland
549588,3,4/11/2011,40,12428,Finland
574332,3,11/4/2011,18,12664,Finland
580281,1,12/2/2011,40,12704,Finland
573588,1,10/31/2011,40,12588,Finland
549588,4,4/11/2011,3.75,12428,Finland
562274,2,8/4/2011,6.25,12704,Finland
545226,4,3/1/2011,4.95,12428,Finland
545226,12,3/1/2011,0.85,12428,Finland
576082,20,11/14/2011,2.08,12428,Finland
570030,6,10/7/2011,1.95,12740,France
543188,6,2/4/2011,1.65,12567,France
554097,10,5/22/2011,1.65,12567,France
572986,40,10/27/2011,0.83,12681,France
554097,6,5/22/2011,2.1,12567,France
576245,10,11/14/2011,2.08,12553,France
573868,3,11/1/2011,8.95,12491,France
563189,10,8/12/2011,1.65,12682,France
542535,2,1/28/2011,9.95,12735,France
567296,3,9/19/2011,5.95,12682,France
545086,10,2/28/2011,1.65,12678,France
579492,24,11/29/2011,1.25,12670,France
560272,8,7/17/2011,4.15,12691,France
545235,24,3/1/2011,1.65,12683,France
560398,10,7/18/2011,6.75,12731,France
563662,16,8/18/2011,1.25,12729,France
539407,12,12/17/2010,1.25,12726,France
553411,12,5/17/2011,0.19,12714,France
579792,8,11/30/2011,1.25,12714,France
565865,12,9/7/2011,0.65,12637,France
567793,2,9/22/2011,12.75,12657,France
540521,12,1/9/2011,0.85,12651,France
573153,120,10/28/2011,0.72,12678,France
545051,6,2/27/2011,2.1,12599,France
540972,8,1/12/2011,10.95,12437,France
578277,2,11/23/2011,4.15,12723,France
546479,12,3/14/2011,1.25,12682,France
575193,12,11/9/2011,2.08,12681,France
569699,2,10/5/2011,1.25,12723,France
554109,2,5/22/2011,8.25,12682,France
569332,1,10/3/2011,1.65,12637,France
556259,12,6/9/2011,1.65,12721,France
538008,24,12/9/2010,1.25,12683,France
574501,4,11/4/2011,1.25,12577,France
575049,12,11/8/2011,1.25,12721,France
561470,24,7/27/2011,0.85,12523,France
552851,20,5/11/2011,1.65,12731,France
576927,8,11/17/2011,1.25,12567,France
562275,12,8/4/2011,1.65,12689,France
567380,48,9/20/2011,0.29,12620,France
574093,5,11/3/2011,10.95,12437,France
556820,12,6/15/2011,1.25,12682,France
540178,2,1/5/2011,8.5,12681,France
564670,25,8/26/2011,0.42,12683,France
543459,12,2/8/2011,0.65,12599,France
574501,2,11/4/2011,1.25,12577,France
580986,6,12/6/2011,2.95,12650,France
C549582,-3,4/11/2011,12.75,12656,France
544817,2,2/23/2011,18,12437,France
580534,10,12/4/2011,2.08,12724,France
559036,6,7/5/2011,1.95,12637,France
569332,2,10/3/2011,1.65,12637,France
568798,2,9/29/2011,7.95,12615,France
570409,10,10/10/2011,2.08,12682,France
573428,36,10/31/2011,0.19,12571,France
573153,108,10/28/2011,0.65,12678,France
543188,12,2/4/2011,0.85,12567,France
559607,6,7/11/2011,2.89,12681,France
572087,12,10/20/2011,1.25,12683,France
579792,12,11/30/2011,0.39,12714,France
568645,4,9/28/2011,3.75,12656,France
553161,12,5/13/2011,0.85,12681,France
538093,10,12/9/2010,1.65,12682,France
565930,6,9/8/2011,2.1,12685,France
581171,12,12/7/2011,0.42,12615,France
556816,8,6/15/2011,1.25,12437,France
556507,4,6/13/2011,7.95,12567,France
555547,1,6/5/2011,12.75,12681,France
572087,16,10/20/2011,10.95,12683,France
541120,6,1/14/2011,2.55,12490,France
540976,12,1/12/2011,1.95,12652,France
578541,6,11/24/2011,3.25,14277,France
551652,40,5/3/2011,2.55,12643,France
546678,36,3/15/2011,2.1,12681,France
580160,6,12/2/2011,2.55,12700,France
580120,24,12/1/2011,1.65,12553,France
540642,8,1/10/2011,3.75,12681,France
577121,96,11/17/2011,1.79,12681,France
542629,60,1/31/2011,0.42,12731,France
567293,5,9/19/2011,2.1,12640,France
