,InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
1263,562853,25,8/10/2011,0.42,13919,Denmark
1264,556127,12,6/9/2011,4.15,12406,Denmark
1265,538003,6,12/9/2010,4.25,12429,Denmark
1266,572184,2,10/21/2011,4.95,12403,Denmark
1267,544157,6,2/16/2011,2.95,12372,Denmark
1268,580716,6,12/5/2011,2.25,12367,Denmark
1269,577126,12,11/17/2011,2.95,12406,Denmark
1270,570666,12,10/11/2011,1.65,13919,Denmark
1271,C571507,-2,10/17/2011,1.45,13919,Denmark
1272,579881,48,11/30/2011,0.29,12429,Denmark
1273,557427,12,6/20/2011,4.15,12429,Denmark
1274,557889,24,6/23/2011,2.1,12412,Denmark
1275,568872,24,9/29/2011,0.83,12372,Denmark
1276,580716,12,12/5/2011,1.95,12367,Denmark
1277,557427,12,6/20/2011,3.75,12429,Denmark
1278,567526,64,9/21/2011,1.65,12435,Denmark
1279,568223,12,9/26/2011,0.83,12412,Denmark
1280,556127,10,6/9/2011,1.65,12406,Denmark
1281,C571507,-5,10/17/2011,2.08,13919,Denmark
1282,561102,12,7/25/2011,1.95,12412,Denmark
1283,557427,16,6/20/2011,3.75,12429,Denmark
1284,557889,12,6/23/2011,4.15,12412,Denmark
1285,577126,9,11/17/2011,4.95,12406,Denmark
1286,544157,4,2/16/2011,4.25,12372,Denmark
1287,570666,25,10/11/2011,0.42,13919,Denmark
1288,579881,12,11/30/2011,1.65,12429,Denmark
1289,577126,24,11/17/2011,4.15,12406,Denmark
1290,580716,12,12/5/2011,1.95,12367,Denmark
1291,552731,24,5/11/2011,1.95,12372,Denmark
1292,556127,12,6/9/2011,1.25,12406,Denmark
1293,557889,24,6/23/2011,1.25,12412,Denmark
1294,577126,12,11/17/2011,1.45,12406,Denmark
1295,538003,24,12/9/2010,2.1,12429,Denmark
1296,577126,8,11/17/2011,4.15,12406,Denmark
1297,569997,32,10/7/2011,4.15,12394,Denmark
1298,538003,12,12/9/2010,3.75,12429,Denmark
1299,579881,8,11/30/2011,3.75,12429,Denmark
1300,556127,12,6/9/2011,3.25,12406,Denmark
1301,556127,12,6/9/2011,2.95,12406,Denmark
1302,577126,6,11/17/2011,2.95,12406,Denmark
1303,567526,240,9/21/2011,1.06,12435,Denmark
1304,567526,48,9/21/2011,7.65,12435,Denmark
1305,567526,64,9/21/2011,1.65,12435,Denmark
1306,579881,12,11/30/2011,3.75,12429,Denmark
1307,557889,12,6/23/2011,1.95,12412,Denmark
1308,556127,12,6/9/2011,1.65,12406,Denmark
1309,557889,24,6/23/2011,0.39,12412,Denmark
1310,557427,12,6/20/2011,2.08,12429,Denmark
1311,562853,1,8/10/2011,18.0,13919,Denmark
1312,556127,12,6/9/2011,1.65,12406,Denmark
1313,552731,24,5/11/2011,1.65,12372,Denmark
1314,556127,4,6/9/2011,3.75,12406,Denmark
1315,556127,24,6/9/2011,1.25,12406,Denmark
1316,557427,9,6/20/2011,18.0,12429,Denmark
1317,C572187,-1,10/21/2011,18.0,12403,Denmark
1318,556127,12,6/9/2011,1.95,12406,Denmark
1319,577126,20,11/17/2011,0.42,12406,Denmark
1320,552731,12,5/11/2011,1.65,12372,Denmark
1321,544157,12,2/16/2011,2.95,12372,Denmark
1322,544157,4,2/16/2011,4.25,12372,Denmark
1323,557427,24,6/20/2011,1.25,12429,Denmark
1324,556127,4,6/9/2011,3.75,12406,Denmark
1325,552731,25,5/11/2011,0.42,12372,Denmark
1326,557889,4,6/23/2011,4.15,12412,Denmark
1327,577126,8,11/17/2011,4.25,12406,Denmark
1328,562853,12,8/10/2011,1.45,13919,Denmark
1329,579881,12,11/30/2011,2.08,12429,Denmark
1330,567526,36,9/21/2011,7.65,12435,Denmark
1331,556127,100,6/9/2011,1.45,12406,Denmark
1332,557427,6,6/20/2011,2.08,12429,Denmark
1333,570666,12,10/11/2011,1.45,13919,Denmark
1334,567899,6,9/22/2011,2.95,14911,EIRE
1335,553203,12,5/15/2011,1.69,14911,EIRE
1336,572127,24,10/21/2011,0.42,14911,EIRE
1337,562560,4,8/5/2011,1.25,14156,EIRE
1338,544210,12,2/17/2011,1.65,14911,EIRE
1339,560451,48,7/19/2011,0.65,14911,EIRE
1340,553348,10,5/16/2011,2.08,14911,EIRE
1341,539421,1,12/17/2010,50.0,14016,EIRE
1342,573748,12,11/1/2011,1.65,14911,EIRE
1343,C567965,-1,9/23/2011,4.15,14911,EIRE
1344,577850,12,11/22/2011,1.25,14911,EIRE
1345,576051,36,11/13/2011,0.85,14911,EIRE
1346,581006,12,12/7/2011,2.55,14911,EIRE
1347,554770,1,5/26/2011,50.0,14911,EIRE
1348,554139,12,5/23/2011,0.42,14911,EIRE
1349,571559,20,10/18/2011,1.65,14911,EIRE
1350,576141,6,11/14/2011,2.89,14911,EIRE
1351,579553,24,11/30/2011,0.85,14156,EIRE
1352,560300,5,7/18/2011,2.95,14911,EIRE
1353,573892,4,11/1/2011,4.25,14911,EIRE
1354,569739,12,10/6/2011,1.25,14911,EIRE
1355,571409,12,10/17/2011,1.95,14911,EIRE
1356,548664,2,4/1/2011,7.95,14911,EIRE
1357,546861,12,3/17/2011,0.85,14911,EIRE
1358,548718,30,4/4/2011,3.75,14156,EIRE
1359,571937,24,10/20/2011,2.55,14911,EIRE
1360,560534,12,7/19/2011,1.25,14911,EIRE
1361,577479,12,11/20/2011,1.25,14911,EIRE
1362,568095,6,9/23/2011,2.55,14911,EIRE
1363,550618,12,4/19/2011,1.65,14156,EIRE
1364,570016,16,10/7/2011,0.65,14911,EIRE
1365,543828,24,2/14/2011,1.25,14156,EIRE
1366,570388,25,10/10/2011,0.42,14911,EIRE
1367,564565,3,8/26/2011,4.25,14911,EIRE
1368,560922,8,7/21/2011,2.55,14911,EIRE
1369,577613,12,11/21/2011,1.25,14911,EIRE
1370,555947,72,6/8/2011,0.38,14911,EIRE
1371,564565,3,8/26/2011,5.95,14911,EIRE
1372,571937,12,10/20/2011,0.83,14911,EIRE
1373,553206,10,5/16/2011,6.75,14156,EIRE
1374,561631,24,7/28/2011,0.55,14911,EIRE
1375,561798,24,7/29/2011,0.55,14911,EIRE
1376,558684,12,7/1/2011,2.95,14016,EIRE
1377,555650,2,6/6/2011,16.95,14156,EIRE
1378,571745,24,10/19/2011,1.65,14911,EIRE
1379,548664,6,4/1/2011,3.75,14911,EIRE
1380,568310,4,9/26/2011,4.15,14911,EIRE
1381,550302,2,4/17/2011,5.95,14156,EIRE
1382,555650,2,6/6/2011,16.95,14156,EIRE
1383,546541,10,3/14/2011,1.65,14911,EIRE
1384,570388,6,10/10/2011,2.95,14911,EIRE
1385,577479,8,11/20/2011,1.25,14911,EIRE
1386,568095,12,9/23/2011,0.83,14911,EIRE
1387,581098,12,12/7/2011,0.79,14911,EIRE
1388,547882,12,3/28/2011,0.85,14911,EIRE
1389,575871,2,11/11/2011,9.95,14911,EIRE
1390,565851,16,9/7/2011,0.65,14911,EIRE
1391,565289,3,9/2/2011,5.95,14911,EIRE
1392,560300,6,7/18/2011,1.0,14911,EIRE
1393,567378,4,9/20/2011,4.15,14911,EIRE
1394,546569,8,3/15/2011,2.25,14016,EIRE
1395,C569114,-2,9/30/2011,10.75,14911,EIRE
1396,568095,40,9/23/2011,0.82,14911,EIRE
1397,563098,10,8/12/2011,1.65,14911,EIRE
1398,568654,6,9/28/2011,2.95,14911,EIRE
1399,563098,8,8/12/2011,4.65,14911,EIRE
1400,547048,6,3/20/2011,2.95,14911,EIRE
1401,C570828,-6,10/12/2011,2.95,14911,EIRE
1402,560036,96,7/14/2011,0.29,14911,EIRE
1403,562560,2,8/5/2011,4.15,14156,EIRE
1404,567899,12,9/22/2011,1.45,14911,EIRE
1405,581433,12,12/8/2011,1.25,14911,EIRE
1406,571937,6,10/20/2011,2.08,14911,EIRE
1407,553686,6,5/18/2011,1.95,14911,EIRE
1408,575735,12,11/11/2011,1.25,14156,EIRE
1409,571446,36,10/17/2011,1.65,14911,EIRE
1410,579553,6,11/30/2011,2.55,14156,EIRE
1411,541670,32,1/20/2011,2.1,14911,EIRE
1412,570388,24,10/10/2011,0.55,14911,EIRE
1413,571446,32,10/17/2011,10.95,14911,EIRE
1414,571425,4,10/17/2011,3.29,14911,EIRE
1415,546861,12,3/17/2011,1.65,14911,EIRE
1416,561798,12,7/29/2011,1.25,14911,EIRE
1417,546917,3,3/18/2011,4.95,14911,EIRE
1418,556510,12,6/13/2011,1.65,14911,EIRE
1419,578054,12,11/22/2011,1.25,14911,EIRE
1420,558067,12,6/24/2011,1.65,14156,EIRE
1421,541670,16,1/20/2011,2.95,14911,EIRE
1422,541220,144,1/14/2011,2.55,14156,EIRE
1423,539473,6,12/19/2010,4.25,14911,EIRE
1424,564654,12,8/26/2011,1.69,14911,EIRE
1425,581433,2,12/8/2011,8.25,14911,EIRE
1426,577850,24,11/22/2011,0.39,14911,EIRE
1427,579102,1,11/28/2011,16.95,14911,EIRE
1428,568048,120,9/23/2011,0.42,14911,EIRE
1429,560916,24,7/21/2011,1.65,14911,EIRE
1430,566625,10,9/14/2011,1.65,14911,EIRE
1431,546509,6,3/14/2011,2.55,14911,EIRE
1432,573748,1,11/1/2011,4.95,14911,EIRE
1433,565851,8,9/7/2011,1.69,14911,EIRE
1434,C568377,-1,9/27/2011,0.85,14911,EIRE
1435,570694,18,10/12/2011,3.75,14911,EIRE
1436,581003,12,12/7/2011,1.25,14911,EIRE
1437,562670,12,8/8/2011,0.85,14911,EIRE
1438,570839,3,10/12/2011,4.95,14911,EIRE
1439,C564759,-1,8/30/2011,4.25,14911,EIRE
1440,578093,1,11/22/2011,50.0,14911,EIRE
1441,563558,16,8/17/2011,1.65,14156,EIRE
1442,568654,6,9/28/2011,2.55,14911,EIRE
1443,565475,96,9/5/2011,2.49,14156,EIRE
1444,546541,2,3/14/2011,8.5,14911,EIRE
1445,570016,6,10/7/2011,3.75,14911,EIRE
1446,563355,10,8/15/2011,2.08,14156,EIRE
1447,563169,6,8/12/2011,2.95,14911,EIRE
1448,565857,12,9/7/2011,2.08,14911,EIRE
1449,578054,12,11/22/2011,1.25,14911,EIRE
1450,573892,6,11/1/2011,2.95,14911,EIRE
1451,C575160,-1,11/8/2011,2.89,14911,EIRE
1452,547789,4,3/25/2011,4.15,14911,EIRE
1453,551950,6,5/5/2011,2.95,14911,EIRE
1454,564565,4,8/26/2011,3.75,14911,EIRE
1455,565916,1,9/7/2011,9.95,14156,EIRE
1456,568095,6,9/23/2011,1.65,14911,EIRE
1457,560445,72,7/19/2011,4.25,14156,EIRE
1458,553901,8,5/19/2011,3.75,14911,EIRE
1459,571937,16,10/20/2011,0.42,14911,EIRE
1460,563098,12,8/12/2011,0.85,14911,EIRE
1461,555858,1,6/7/2011,50.0,14911,EIRE
1462,557872,1,6/23/2011,12.5,14911,EIRE
1463,538255,4,12/10/2010,8.5,14911,EIRE
1464,557136,24,6/17/2011,1.25,14911,EIRE
1465,568095,10,9/23/2011,1.25,14911,EIRE
1466,576603,12,11/15/2011,1.25,14911,EIRE
1467,571446,48,10/17/2011,1.45,14911,EIRE
1468,553203,4,5/15/2011,9.95,14911,EIRE
1469,568698,12,9/28/2011,0.85,14911,EIRE
1470,539320,6,12/16/2010,5.95,14911,EIRE
1471,536975,6,12/3/2010,2.1,14911,EIRE
1472,565916,8,9/7/2011,0.83,14156,EIRE
1473,536975,8,12/3/2010,3.95,14911,EIRE
1474,568048,3,9/23/2011,5.95,14911,EIRE
1475,563848,24,8/19/2011,1.25,14911,EIRE
1476,563355,36,8/15/2011,0.19,14156,EIRE
1477,546509,4,3/14/2011,5.95,14911,EIRE
1478,570388,12,10/10/2011,1.45,14911,EIRE
1479,575751,8,11/11/2011,6.75,14911,EIRE
1480,577479,6,11/20/2011,2.95,14911,EIRE
1481,565916,4,9/7/2011,3.75,14156,EIRE
1482,561631,2,7/28/2011,8.5,14911,EIRE
1483,577479,6,11/20/2011,2.55,14911,EIRE
1484,562374,240,8/4/2011,0.42,14911,EIRE
1485,576899,4,11/17/2011,4.95,14911,EIRE
1486,575728,2,11/10/2011,9.95,14911,EIRE
1487,567616,1,9/21/2011,50.0,14911,EIRE
1488,550618,10,4/19/2011,1.65,14156,EIRE
1489,568654,6,9/28/2011,2.55,14911,EIRE
1490,576141,4,11/14/2011,3.75,14911,EIRE
1491,546509,3,3/14/2011,4.95,14911,EIRE
1492,572069,12,10/20/2011,1.69,14911,EIRE
1493,572127,24,10/21/2011,0.55,14911,EIRE
1494,570703,12,10/12/2011,2.55,14911,EIRE
1495,567378,72,9/20/2011,0.42,14911,EIRE
1496,543828,10,2/14/2011,1.65,14156,EIRE
1497,572127,16,10/21/2011,0.42,14911,EIRE
1498,573581,8,10/31/2011,0.83,14911,EIRE
1499,551013,1,4/26/2011,14.95,15108,European Community
1500,551013,6,4/26/2011,2.95,15108,European Community
1501,560783,24,7/21/2011,0.85,15108,European Community
1502,C556294,-2,6/10/2011,4.25,15108,European Community
1503,555542,12,6/5/2011,0.85,15108,European Community
1504,560783,12,7/21/2011,1.25,15108,European Community
1505,560783,6,7/21/2011,3.35,15108,European Community
1506,560783,24,7/21/2011,1.25,15108,European Community
1507,555542,12,6/5/2011,0.85,15108,European Community
1508,560783,6,7/21/2011,3.35,15108,European Community
1509,560783,6,7/21/2011,3.35,15108,European Community
1510,560783,8,7/21/2011,4.25,15108,European Community
1511,555542,2,6/5/2011,14.95,15108,European Community
1512,551013,6,4/26/2011,2.95,15108,European Community
1513,560783,12,7/21/2011,1.25,15108,European Community
1514,555542,2,6/5/2011,7.95,15108,European Community
1515,551013,1,4/26/2011,12.75,15108,European Community
1516,551013,2,4/26/2011,6.75,15108,European Community
1517,560783,4,7/21/2011,4.95,15108,European Community
1518,551013,6,4/26/2011,2.95,15108,European Community
1519,560783,24,7/21/2011,0.55,15108,European Community
1520,555542,3,6/5/2011,4.95,15108,European Community
1521,560783,24,7/21/2011,0.85,15108,European Community
1522,560783,12,7/21/2011,1.45,15108,European Community
1523,555542,6,6/5/2011,2.95,15108,European Community
1524,560783,12,7/21/2011,4.25,15108,European Community
1525,555542,6,6/5/2011,2.95,15108,European Community
1526,560783,12,7/21/2011,4.25,15108,European Community
1527,555542,6,6/5/2011,6.75,15108,European Community
1528,551013,4,4/26/2011,3.95,15108,European Community
1529,555721,3,6/6/2011,15.0,15108,European Community
1530,560783,6,7/21/2011,2.95,15108,European Community
1531,555542,6,6/5/2011,6.75,15108,European Community
1532,555542,2,6/5/2011,12.5,15108,European Community
1533,560783,24,7/21/2011,0.55,15108,European Community
1534,555542,12,6/5/2011,0.85,15108,European Community
1535,560783,6,7/21/2011,3.35,15108,European Community
1536,560783,12,7/21/2011,1.25,15108,European Community
1537,560783,12,7/21/2011,1.25,15108,European Community
1538,560783,6,7/21/2011,2.95,15108,European Community
1539,555542,6,6/5/2011,4.25,15108,European Community
1540,560783,1,7/21/2011,12.5,15108,European Community
1541,551013,2,4/26/2011,7.95,15108,European Community
1542,555542,12,6/5/2011,1.45,15108,European Community
1543,551013,2,4/26/2011,7.95,15108,European Community
1544,560783,24,7/21/2011,1.25,15108,European Community
1545,560783,12,7/21/2011,1.95,15108,European Community
1546,560783,6,7/21/2011,2.95,15108,European Community
1547,555542,6,6/5/2011,2.95,15108,European Community
1548,560783,12,7/21/2011,1.25,15108,European Community
1549,551013,2,4/26/2011,18.0,15108,European Community
1550,555542,6,6/5/2011,2.95,15108,European Community
1551,555542,2,6/5/2011,7.95,15108,European Community
1552,560783,4,7/21/2011,15.0,15108,European Community
1553,555542,2,6/5/2011,8.5,15108,European Community
1554,551013,2,4/26/2011,6.75,15108,European Community
1555,560783,6,7/21/2011,4.15,15108,European Community
1556,555542,12,6/5/2011,2.95,15108,European Community
1557,555542,12,6/5/2011,0.65,15108,European Community
1558,560783,12,7/21/2011,1.45,15108,European Community
1559,560783,6,7/21/2011,4.95,15108,European Community
1560,559928,12,7/14/2011,0.85,12405,Finland
1561,579550,24,11/30/2011,0.29,12630,Finland
1562,548955,96,4/5/2011,1.25,12348,Finland
1563,559928,12,7/14/2011,0.83,12405,Finland
1564,559004,36,7/5/2011,0.42,12428,Finland
1565,545227,8,3/1/2011,3.95,12428,Finland
1566,559928,24,7/14/2011,0.55,12405,Finland
1567,545227,12,3/1/2011,1.65,12428,Finland
1568,559928,6,7/14/2011,4.95,12405,Finland
1569,548955,80,4/5/2011,1.25,12348,Finland
1570,559004,10,7/5/2011,2.08,12428,Finland
1571,545227,4,3/1/2011,3.75,12428,Finland
1572,567938,6,9/22/2011,1.0,12704,Finland
1573,545226,24,3/1/2011,0.85,12428,Finland
1574,559928,48,7/14/2011,0.29,12405,Finland
1575,562274,2,8/4/2011,40.0,12704,Finland
1576,564558,12,8/26/2011,0.85,12704,Finland
1577,574442,24,11/4/2011,1.65,12704,Finland
1578,579281,10,11/29/2011,2.08,12375,Finland
1579,571053,6,10/13/2011,4.15,12631,Finland
1580,571053,8,10/13/2011,0.85,12631,Finland
1581,559928,48,7/14/2011,0.39,12405,Finland
1582,550192,8,4/15/2011,3.75,12582,Finland
1583,563020,20,8/11/2011,2.08,12428,Finland
1584,576082,10,11/14/2011,2.08,12428,Finland
1585,559004,10,7/5/2011,2.08,12428,Finland
1586,548363,24,3/30/2011,0.12,12428,Finland
1587,545226,12,3/1/2011,1.69,12428,Finland
1588,565333,4,9/2/2011,7.95,12375,Finland
1589,563020,12,8/11/2011,1.45,12428,Finland
1590,545226,4,3/1/2011,9.95,12428,Finland
1591,579550,10,11/30/2011,0.82,12630,Finland
1592,545227,16,3/1/2011,1.25,12428,Finland
1593,545226,2,3/1/2011,8.5,12428,Finland
1594,559928,24,7/14/2011,0.55,12405,Finland
1595,547086,8,3/20/2011,8.25,12428,Finland
1596,545227,8,3/1/2011,3.95,12428,Finland
1597,579550,3,11/30/2011,4.95,12630,Finland
1598,C547234,-1,3/21/2011,4.25,12428,Finland
1599,545226,2,3/1/2011,6.75,12428,Finland
1600,548363,48,3/30/2011,0.39,12428,Finland
1601,545226,6,3/1/2011,2.95,12428,Finland
1602,559928,12,7/14/2011,2.95,12405,Finland
1603,572964,6,10/27/2011,2.95,12630,Finland
1604,578300,1,11/23/2011,40.0,12664,Finland
1605,572964,6,10/27/2011,2.95,12630,Finland
1606,579550,24,11/30/2011,0.42,12630,Finland
1607,570875,3,10/12/2011,4.95,12667,Finland
1608,545226,6,3/1/2011,2.95,12428,Finland
1609,567938,5,9/22/2011,1.0,12704,Finland
1610,549588,12,4/11/2011,0.42,12428,Finland
1611,545226,4,3/1/2011,7.95,12428,Finland
1612,567938,3,9/22/2011,5.95,12704,Finland
1613,539318,72,12/16/2010,1.45,12348,Finland
1614,545226,4,3/1/2011,4.25,12428,Finland
1615,564558,2,8/26/2011,40.0,12704,Finland
1616,571053,2,10/13/2011,8.5,12631,Finland
1617,572964,24,10/27/2011,0.79,12630,Finland
1618,571053,4,10/13/2011,4.95,12631,Finland
1619,572964,4,10/27/2011,4.95,12630,Finland
1620,544886,8,2/24/2011,1.69,12582,Finland
1621,545227,4,3/1/2011,4.95,12428,Finland
1622,570875,2,10/12/2011,7.95,12667,Finland
1623,545226,6,3/1/2011,1.65,12428,Finland
1624,559928,2,7/14/2011,8.5,12405,Finland
1625,572964,2,10/27/2011,9.95,12630,Finland
1626,545227,9,3/1/2011,4.95,12428,Finland
1627,545226,10,3/1/2011,5.95,12428,Finland
1628,545227,6,3/1/2011,2.95,12428,Finland
1629,557803,1,6/23/2011,40.0,12704,Finland
1630,545227,12,3/1/2011,0.42,12428,Finland
1631,539318,24,12/16/2010,0.55,12348,Finland
1632,576082,4,11/14/2011,3.75,12428,Finland
1633,545226,12,3/1/2011,0.85,12428,Finland
1634,559928,16,7/14/2011,1.25,12405,Finland
1635,580281,6,12/2/2011,2.89,12704,Finland
1636,559928,8,7/14/2011,40.0,12405,Finland
1637,579281,30,11/29/2011,2.08,12375,Finland
1638,545226,8,3/1/2011,1.95,12428,Finland
1639,573588,3,10/31/2011,4.95,12588,Finland
1640,548363,48,3/30/2011,0.39,12428,Finland
1641,571053,4,10/13/2011,40.0,12631,Finland
1642,580123,72,12/1/2011,3.75,12664,Finland
1643,576082,10,11/14/2011,2.08,12428,Finland
1644,545226,6,3/1/2011,2.95,12428,Finland
1645,557803,12,6/23/2011,1.65,12704,Finland
1646,545226,24,3/1/2011,1.25,12428,Finland
1647,545227,12,3/1/2011,0.42,12428,Finland
1648,544886,16,2/24/2011,0.85,12582,Finland
1649,545226,3,3/1/2011,4.95,12428,Finland
1650,570875,6,10/12/2011,2.55,12667,Finland
1651,545227,8,3/1/2011,3.75,12428,Finland
1652,545226,6,3/1/2011,2.55,12428,Finland
1653,571053,12,10/13/2011,1.65,12631,Finland
1654,545226,4,3/1/2011,2.55,12428,Finland
1655,545227,24,3/1/2011,0.85,12428,Finland
1656,545227,8,3/1/2011,3.75,12428,Finland
1657,570875,24,10/12/2011,0.39,12667,Finland
1658,567938,4,9/22/2011,3.75,12704,Finland
1659,579550,3,11/30/2011,4.95,12630,Finland
1660,570875,12,10/12/2011,0.85,12667,Finland
1661,559004,12,7/5/2011,4.15,12428,Finland
1662,548363,48,3/30/2011,0.39,12428,Finland
1663,559004,12,7/5/2011,0.42,12428,Finland
1664,545226,12,3/1/2011,1.25,12428,Finland
1665,560549,12,7/19/2011,0.55,12664,Finland
1666,545226,6,3/1/2011,7.95,12428,Finland
1667,545226,8,3/1/2011,1.95,12428,Finland
1668,549588,12,4/11/2011,1.45,12428,Finland
1669,544886,1,2/24/2011,40.0,12582,Finland
1670,576082,10,11/14/2011,2.08,12428,Finland
1671,545227,4,3/1/2011,9.95,12428,Finland
1672,539318,72,12/16/2010,0.29,12348,Finland
1673,545226,12,3/1/2011,1.25,12428,Finland
1674,545227,6,3/1/2011,2.55,12428,Finland
1675,580265,20,12/2/2011,2.08,12587,Finland
1676,545227,12,3/1/2011,1.65,12428,Finland
1677,545227,12,3/1/2011,0.42,12428,Finland
1678,570875,6,10/12/2011,4.95,12667,Finland
1679,545227,25,3/1/2011,0.42,12428,Finland
1680,559928,8,7/14/2011,4.95,12405,Finland
1681,567938,6,9/22/2011,1.0,12704,Finland
1682,545227,25,3/1/2011,0.42,12428,Finland
1683,580281,24,12/2/2011,1.65,12704,Finland
1684,C570775,-1,10/12/2011,18.0,12664,Finland
1685,545226,20,3/1/2011,6.75,12428,Finland
1686,559928,8,7/14/2011,1.95,12405,Finland
1687,550924,36,4/21/2011,4.15,12664,Finland
1688,564558,3,8/26/2011,5.95,12704,Finland
1689,545226,3,3/1/2011,4.25,12428,Finland
1690,545226,3,3/1/2011,5.45,12428,Finland
1691,578300,72,11/23/2011,3.75,12664,Finland
1692,545226,8,3/1/2011,4.65,12428,Finland
1693,557803,12,6/23/2011,1.25,12704,Finland
1694,570875,12,10/12/2011,2.95,12667,Finland
1695,541998,24,1/25/2011,0.85,12348,Finland
1696,545227,2,3/1/2011,16.95,12428,Finland
1697,570875,12,10/12/2011,0.85,12667,Finland
1698,559928,4,7/14/2011,3.75,12405,Finland
1699,545226,4,3/1/2011,6.75,12428,Finland
1700,545226,6,3/1/2011,1.65,12428,Finland
1701,545226,6,3/1/2011,5.95,12428,Finland
1702,545227,12,3/1/2011,3.75,12428,Finland
1703,571053,4,10/13/2011,4.15,12631,Finland
1704,564558,1,8/26/2011,9.95,12704,Finland
1705,577067,72,11/17/2011,0.29,12704,Finland
1706,559004,12,7/5/2011,0.65,12428,Finland
1707,571053,6,10/13/2011,2.08,12631,Finland
1708,541756,72,1/21/2011,3.39,12664,Finland
1709,550192,6,4/15/2011,2.89,12582,Finland
1710,579550,6,11/30/2011,2.08,12630,Finland
1711,577067,24,11/17/2011,1.79,12704,Finland
1712,574442,4,11/4/2011,8.5,12704,Finland
1713,545226,24,3/1/2011,1.25,12428,Finland
1714,570875,6,10/12/2011,2.95,12667,Finland
1715,562274,3,8/4/2011,5.95,12704,Finland
1716,544886,16,2/24/2011,0.85,12582,Finland
1717,545227,24,3/1/2011,0.85,12428,Finland
1718,570875,24,10/12/2011,0.29,12667,Finland
1719,571053,6,10/13/2011,2.89,12631,Finland
1720,559004,10,7/5/2011,2.08,12428,Finland
1721,563020,12,8/11/2011,0.42,12428,Finland
1722,562274,12,8/4/2011,1.65,12704,Finland
1723,559928,12,7/14/2011,2.95,12405,Finland
1724,559928,11,7/14/2011,2.25,12405,Finland
1725,557803,12,6/23/2011,2.08,12704,Finland
1726,563020,25,8/11/2011,0.42,12428,Finland
1727,570875,24,10/12/2011,0.55,12667,Finland
1728,559928,4,7/14/2011,4.95,12405,Finland
1729,545227,6,3/1/2011,3.75,12428,Finland
1730,576082,2,11/14/2011,40.0,12428,Finland
1731,560549,24,7/19/2011,4.15,12664,Finland
1732,545227,6,3/1/2011,2.1,12428,Finland
1733,579281,1,11/29/2011,40.0,12375,Finland
1734,545227,24,3/1/2011,1.49,12428,Finland
1735,549588,3,4/11/2011,40.0,12428,Finland
1736,574332,3,11/4/2011,18.0,12664,Finland
1737,580281,1,12/2/2011,40.0,12704,Finland
1738,573588,1,10/31/2011,40.0,12588,Finland
1739,549588,4,4/11/2011,3.75,12428,Finland
1740,562274,2,8/4/2011,6.25,12704,Finland
1741,545226,4,3/1/2011,4.95,12428,Finland
1742,545226,12,3/1/2011,0.85,12428,Finland
1743,576082,20,11/14/2011,2.08,12428,Finland
1744,570030,6,10/7/2011,1.95,12740,France
1745,543188,6,2/4/2011,1.65,12567,France
1746,554097,10,5/22/2011,1.65,12567,France
1747,572986,40,10/27/2011,0.83,12681,France
1748,554097,6,5/22/2011,2.1,12567,France
1749,576245,10,11/14/2011,2.08,12553,France
1750,573868,3,11/1/2011,8.95,12491,France
1751,563189,10,8/12/2011,1.65,12682,France
1752,542535,2,1/28/2011,9.95,12735,France
1753,567296,3,9/19/2011,5.95,12682,France
1754,545086,10,2/28/2011,1.65,12678,France
1755,579492,24,11/29/2011,1.25,12670,France
1756,560272,8,7/17/2011,4.15,12691,France
1757,545235,24,3/1/2011,1.65,12683,France
1758,560398,10,7/18/2011,6.75,12731,France
1759,563662,16,8/18/2011,1.25,12729,France
1760,539407,12,12/17/2010,1.25,12726,France
1761,553411,12,5/17/2011,0.19,12714,France
1762,579792,8,11/30/2011,1.25,12714,France
1763,565865,12,9/7/2011,0.65,12637,France
1764,567793,2,9/22/2011,12.75,12657,France
1765,540521,12,1/9/2011,0.85,12651,France
1766,573153,120,10/28/2011,0.72,12678,France
1767,545051,6,2/27/2011,2.1,12599,France
1768,540972,8,1/12/2011,10.95,12437,France
1769,578277,2,11/23/2011,4.15,12723,France
1770,546479,12,3/14/2011,1.25,12682,France
1771,575193,12,11/9/2011,2.08,12681,France
1772,569699,2,10/5/2011,1.25,12723,France
1773,554109,2,5/22/2011,8.25,12682,France
1774,569332,1,10/3/2011,1.65,12637,France
1775,556259,12,6/9/2011,1.65,12721,France
1776,538008,24,12/9/2010,1.25,12683,France
1777,574501,4,11/4/2011,1.25,12577,France
1778,575049,12,11/8/2011,1.25,12721,France
1779,561470,24,7/27/2011,0.85,12523,France
1780,552851,20,5/11/2011,1.65,12731,France
1781,576927,8,11/17/2011,1.25,12567,France
1782,562275,12,8/4/2011,1.65,12689,France
1783,567380,48,9/20/2011,0.29,12620,France
1784,574093,5,11/3/2011,10.95,12437,France
1785,556820,12,6/15/2011,1.25,12682,France
1786,540178,2,1/5/2011,8.5,12681,France
1787,564670,25,8/26/2011,0.42,12683,France
1788,543459,12,2/8/2011,0.65,12599,France
1789,574501,2,11/4/2011,1.25,12577,France
1790,580986,6,12/6/2011,2.95,12650,France
1791,C549582,-3,4/11/2011,12.75,12656,France
1792,544817,2,2/23/2011,18.0,12437,France
